Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
27000010,CEIP Aquilino Iglesia Alvariño,Praza do Concello s/n,Abadín,Lugo,27730,982870044,CEIP,43.36388397216797,-7.475364685058594,Pública,Non,Si
27000198,CEIP Plurilingüe de Antas de Ulla,Rúa Miguel Ángel Blanco s/n,Antas de Ulla,Lugo,27570,982829210,CEIP,42.784690856933594,-7.890098571777344,Pública,Non,Si
27000319,CEIP Plurilingüe Concepción López Rey,"Rúa Doutor Nogueira, s/n (O Cadavo)",Baleira,Lugo,27130,982870067,CEIP,43.013545989990234,-7.24675464630127,Pública,Non,Si
27000541,CEIP San Miguel de Reinante Barreiros,O Souto s/n,Barreiros,Lugo,27793,982870085,CEIP,43.54314041137695,-7.192037582397461,Pública,Non,Si
27000617,CFEA de Becerreá,Paraxe Penamaior s/n,Becerreá,Lugo,27695,982828367,CFEA,42.86311340332031,-7.186480045318604,Pública,Non,Non
27000629,CEIP Plurilingüe San Xoán,Rúa Castelo s/n,Becerreá,Lugo,27640,982828162,CEIP,42.85950469970703,-7.165285587310791,Pública,Non,Si
27000897,CEIP Plurilingüe Virxe do Corpiño,Rúa Igrexa,Begonte,Lugo,27373,982870089,CEIP,43.148841857910156,-7.678596019744873,Pública,Non,Si
27001087,CEIP Rosalía de Castro,Casas Novas S/N,Bóveda,Lugo,27340,982870095,CEIP,42.6292839050293,-7.479363441467285,Pública,Non,Si
27001269,ESMU Municipal de Guitiriz,Rúa Ferrol s/n,Guitiriz,Lugo,27300,982370109,ESMU,43.18145751953125,-7.901847839355469,Pública,Non,Non
27001440,CEIP Xosé Luís Taboada,A Barrela,Carballedo,Lugo,27520,982870140,CEIP,42.536476135253906,-7.81153154373169,Pública,Non,Si
27001609,CEIP Ramón Falcón,Avenida Alcalde Emilio Sinde Nieto s/n,Castro de Rei,Lugo,27250,982870170,CEIP,43.20588684082031,-7.395208358764648,Pública,Non,Si
27001816,CEIP Veleiro-Docampo,Avenida da Terra Cha (Castro Ribeiras de Lea),Castro de Rei,Lugo,27260,982828125,CEIP,43.14834976196289,-7.490111827850342,Pública,Non,Si
27002249,CPI Plurilingüe de Castroverde,Rúa dos Nenos s/n,Castroverde,Lugo,27120,982870175,CPI,43.03091049194336,-7.323375701904297,Pública,Non,Si
27002353,CPI de Cervantes,Rúa dos Colexios s/n,Cervantes,Lugo,27664,982828940,CPI,42.868568420410156,-7.062839984893799,Pública,Non,Si
27002584,CEIP Plurilingüe Virxe do Carme,"Rúa das Escolas, s/n (Os Castros)",Burela,Lugo,27880,982870120,CEIP,43.666568756103516,-7.361934185028076,Pública,Non,Si
27002997,CPI Plurilingüe Virxe do Monte,Feira do Monte,Cospeito,Lugo,27377,982870262,CPI,43.234466552734375,-7.559307098388672,Pública,Non,Si
27003126,CEIP Plurilingüe Xoán de Requeixo,Rúa Uxío Novoneyra s/n,Chantada,Lugo,27500,982828138,CEIP,42.61248016357422,-7.774472713470459,Pública,Non,Si
27003151,IES Lama das Quendas,Rúa Uxío Novoneyra,Chantada,Lugo,27500,982870223,IES,42.61254119873047,-7.775788307189941,Pública,Non,Si
27003175,IES Val do Asma,Avenida de Monforte s/n,Chantada,Lugo,27500,982870236,IES,42.607967376708984,-7.757656574249268,Pública,Non,Si
27003655,CPI Poeta Uxío Novoneyra,Seoane,Folgoso do Courel,Lugo,27324,982828168,CPI,42.63591766357422,-7.154309749603272,Pública,Non,Si
27003850,CEIP Plurilingüe Santa María,Rúa Enrique Saavedra s/n,A Fonsagrada,Lugo,27100,982828173,CEIP,43.131500244140625,-7.066848278045654,Pública,Non,Si
27004428,CEIP Plurilingüe de Foz nº 1,Rúa Salvador de Madariaga s/n,Foz,Lugo,27780,982870322,CEIP,43.569034576416016,-7.256217479705811,Pública,Non,Si
27004453,CPR Plurilingüe Martínez Otero,Rúa Alcalde Maañon 12,Foz,Lugo,27780,982140028,CPR,43.566593170166016,-7.258599281311035,Privada,Si,Non
27004465,CPR Plurilingüe Nuestra Señora del Pilar,Rúa Virgen del Pilar 27,Foz,Lugo,27780,982140196,CPR,43.56884765625,-7.260015487670898,Privada,Si,Non
27004519,CEIP Fondo Nois,"Rúa Nois, 2 (Fondo de Nois)",Foz,Lugo,27893,982870331,CEIP,43.61908721923828,-7.320719242095947,Pública,Non,Si
27004635,CPI Dr. López Suárez,Praza de España s/n,Friol,Lugo,27220,982828180,CPI,43.02973175048828,-7.790186405181885,Pública,Non,Si
27005020,CEIP Plurilingüe Lagostelle,"Rúa O Ferrol, s/n (Guitiriz)",Guitiriz,Lugo,27300,982870356,CEIP,43.18144989013672,-7.901809215545654,Pública,Non,Si
27005056,CEIP Plurilingüe Santo Estevo de Parga,Rúa CERRADURA s/n,Guitiriz,Lugo,27305,982870352,CEIP,43.162109375,-7.841212749481201,Pública,Non,Si
27005263,CEIP Plurilingüe de Lousada,Lousada,Guntín,Lugo,27185,982870366,CEIP,42.89603805541992,-7.589799404144287,Pública,Non,Si
27005469,CEIP Ricardo Gasset,"Est. de Foilebar, s/n (A Cruz do Incio)",O Incio,Lugo,27346,982870605,CEIP,42.657470703125,-7.359373569488525,Pública,Non,Si
27005691,CEIP Plurilingüe Pedro Caselles Rollán,Rúa Agramonte 23,Xove,Lugo,27870,982870985,CEIP,43.68576431274414,-7.504445552825928,Pública,Non,Si
27005913,CPI Ramón Piñeiro,"Praza dos Reis, s/n (A Pobra de San Xiao)",Láncara,Lugo,27360,982870370,CPI,42.863792419433594,-7.443656921386719,Pública,Non,Si
27006000,CEIP Juan Rey,Campo do Tremoal s/n,Lourenzá,Lugo,27760,982870383,CEIP,43.46871566772461,-7.296676158905029,Pública,Non,Si
27006048,CEIP Plurilingüe Manuel Mallo Mallo,Campo da Feira (Nadela),Lugo,Lugo,27160,982870456,CEIP,42.97089767456055,-7.503694534301758,Pública,Non,Si
27006164,CEIP Albeiros,Rúa Garaballa de Arriba 9,Lugo,Lugo,27003,982870463,CEIP,43.030296325683594,-7.563497066497803,Pública,Non,Si
27006218,CPR Plurilingüe Cervantes,Camiño DE PIPIN 25,Lugo,Lugo,27004,982218711,CPR,43.022064208984375,-7.565993785858154,Privada,Si,Non
27006231,CPR Plurilingüe Divina Pastora,Praza da Milagrosa 10,Lugo,Lugo,27003,982214957,CPR,43.019317626953125,-7.564913272857666,Privada,Si,Non
27006243,CPR María Auxiliadora,Avenida RAMÓN FERREIRO 30,Lugo,Lugo,27002,982284369,CPR,43.00291442871094,-7.552499771118164,Privada,Si,Non
27006255,CPR Plurilingüe Divino Maestro,Rúa Portugal 45,Lugo,Lugo,27004,982216844,CPR,43.014949798583984,-7.567337989807129,Privada,Si,Non
27006279,CPR Fingoi,Avenida Aviacion Española 37,Lugo,Lugo,27002,982221630,CPR,42.99822998046875,-7.553964138031006,Privada,Non,Non
27006280,CPR Plurilingüe Padres Franciscanos,Praza Maior 26,Lugo,Lugo,27001,982227107,CPR,43.00941848754883,-7.556313991546631,Privada,Si,Non
27006292,CEIP As Gándaras,Rúa VIRXE DA SOIDADE s/n,Lugo,Lugo,27003,982870504,CEIP,43.02687072753906,-7.551420211791992,Pública,Non,Si
27006322,CPR Plurilingüe La Inmaculada,Rúa Angel Lopez Perez 2,Lugo,Lugo,27002,982280392,CPR,43.008243560791016,-7.555199146270752,Privada,Si,Non
27006334,CEIP das Mercedes,Rúa Camiño de Montiron 28,Lugo,Lugo,27002,982829203,CEIP,43.0025749206543,-7.548465728759766,Pública,Non,Si
27006358,CPR Plurilingüe La Milagrosa,Praza de Ferrol 21,Lugo,Lugo,27001,982242010,CPR,43.01387405395508,-7.557676315307617,Privada,Si,Non
27006371,CEIP Anexa,Avenida Ramon Ferreiro 6,Lugo,Lugo,27002,982870440,CEIP,43.00558090209961,-7.555685997009277,Pública,Non,Si
27006383,CEIP A Ponte,Paseo de Alvaro Cunqueiro,Lugo,Lugo,27004,982828569,CEIP,42.99921417236328,-7.561503410339356,Pública,Non,Si
27006395,CEIP Plurilingüe Benigno Quiroga Ballesteros,Rúa Bolaño Rivadeneira s/n,Lugo,Lugo,27001,982828190,CEIP,43.01337814331055,-7.558646202087402,Pública,Non,Si
27006401,CEIP Sagrado Corazón,Rúa Venancio Senra s/n,Lugo,Lugo,27003,982870467,CEIP,43.018760681152344,-7.549854755401611,Pública,Non,Si
27006425,CPR Seminario Diocesano Sagrado Corazón,Rúa Anxo López Pérez s/n,Lugo,Lugo,27002,982220100,CPR,43.007354736328125,-7.555309295654297,Privada,Non,Non
27006437,CPR Plurilingüe San José,Rúa Santiago 2,Lugo,Lugo,27004,982221501,CPR,43.00837326049805,-7.559897422790527,Privada,Si,Non
27006449,CEIP Rosalía de Castro,Rúa Cambria s/n,Lugo,Lugo,27002,982870390,CEIP,43.00410842895508,-7.552286148071289,Pública,Non,Si
27006516,CIFP Politécnico de Lugo,Rúa Armando Duran 3,Lugo,Lugo,27002,982220328,CIFP,43.00487518310547,-7.55835771560669,Pública,Non,Si
27006528,CIFP As Mercedes,Avenida de Madrid 75,Lugo,Lugo,27002,982828001,CIFP,42.99874496459961,-7.54610538482666,Pública,Non,Si
27006531,IES Lucus Augusti,Avenida Rodriguez Mourelo s/n,Lugo,Lugo,27002,982828020,IES,43.00660705566406,-7.556769847869873,Pública,Non,Si
27006541,IES Nosa Sra. dos Ollos Grandes,Avenida Ramón Ferreiro s/n,Lugo,Lugo,27002,982870003,IES,43.006317138671875,-7.556265354156494,Pública,Non,Si
